site,sample,trmt,breadth_mm3,Pc
tool,28_38_28,after,0.0241395,-0.045669373
tool,40_50_16,before,0.024092,-0.045666897
tool,40_50_16,before,0.024092,-0.045666897
tool,41_50_28,before,0.024092,-0.045666897
tool,41_50_28,before,0.024092,-0.045666897
tool,28_38_28,before,0.024092,-0.045666897
tool,28_38_28,after,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,28_38_28,after,0.0240805,-0.045666297
tool,41_50_28,before,0.0240317,-0.045663753
tool,40_50_28,before,0.0240317,-0.045663753
tool,28_38_28,before,0.0240317,-0.045663753
tool,28_38_28,after,0.0240317,-0.045663753
tool,40_50_28,after,0.0240272,-0.045663518
tool,28_38_28,after,0.0240272,-0.045663518
tool,41_50_16,before,0.0240272,-0.045663518
tool,41_50_16,before,0.0240272,-0.045663518
tool,41_50_28,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.02398,-0.045661058
tool,40_50_16,before,0.0239781,-0.045660959
tool,28_38_28,before,0.0239781,-0.045660959
tool,28_38_28,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,40_50_16,before,0.0239181,-0.045657832
tool,28_38_28,after,0.0239135,-0.045657592
tool,28_38_28,after,0.023678,-0.045645322
tool,41_50_28,before,0.0236087,-0.045641713
tool,40_50_16,before,0.0236054,-0.045641541
tool,40_50_16,before,0.0235904,-0.04564076
tool,41_50_16,after,0.0235904,-0.04564076
tool,41_50_16,before,0.0235299,-0.045637609
tool,41_50_16,before,0.023505,-0.045636313
tool,40_50_16,after,0.0235,-0.045636052
tool,28_38_28,after,0.023498,-0.045635948
tool,41_50_16,before,0.023498,-0.045635948
tool,41_50_28,before,0.0234343,-0.045632632
tool,28_38_28,after,0.0234343,-0.045632632
tool,28_38_28,after,0.0234343,-0.045632632
tool,41_50_16,before,0.0234343,-0.045632632
tool,28_38_28,after,0.0233839,-0.045630008
tool,40_50_16,after,0.0233,-0.045625642
tool,28_38_28,after,0.0232774,-0.045624465
tool,41_50_16,after,0.0232246,-0.045621718
tool,41_50_16,before,0.0231743,-0.045619101
tool,41_50_16,before,0.0230564,-0.045612968
tool,28_38_28,before,0.0230489,-0.045612577
tool,40_50_16,before,0.0230053,-0.04561031
tool,28_38_12,after,0.022932,-0.045606498
tool,28_38_28,after,0.0229076,-0.045605229
tool,28_38_28,after,0.0227462,-0.045596839
tool,41_50_28,after,0.0225154,-0.045584846
tool,41_50_16,before,0.0224543,-0.045581672
tool,28_38_28,after,0.0224129,-0.045579521
tool,40_50_16,after,0.0224,-0.045578851
tool,41_50_16,before,0.022342,-0.045575839
tool,40_50_16,before,0.0223203,-0.045574713
tool,41_50_16,before,0.0222922,-0.045573253
tool,41_50_16,before,0.0220915,-0.045562835
tool,40_50_16,before,0.0220626,-0.045561335
tool,28_38_28,after,0.0220152,-0.045558875
tool,40_50_16,after,0.022,-0.045558087
tool,40_50_16,after,0.0219,-0.045552898
tool,28_38_12,after,0.0218813,-0.045551928
tool,41_50_16,after,0.0217921,-0.045547301
tool,41_50_16,before,0.0217826,-0.045546809
tool,40_50_28,after,0.0215179,-0.045533085
tool,28_38_28,after,0.0209882,-0.045505646
tool,28_38_28,after,0.020984,-0.045505429
tool,41_50_16,before,0.020931,-0.045502685
tool,40_50_16,after,0.0209,-0.045501081
tool,41_50_28,before,0.0208859,-0.045500351
tool,28_38_28,after,0.0207652,-0.045494105
tool,28_38_28,after,0.0206386,-0.045487555
tool,28_38_12,before,0.0206386,-0.045487555
tool,41_50_16,before,0.0206386,-0.045487555
tool,41_50_16,before,0.0201383,-0.04546169
tool,41_50_16,before,0.0200793,-0.045458642
tool,40_50_16,before,0.0200431,-0.045456772
tool,28_38_28,before,0.0199626,-0.045452614
tool,41_50_28,before,0.0199568,-0.045452314
tool,40_50_16,after,0.0199,-0.045449381
tool,40_50_16,after,0.0199,-0.045449381
tool,28_38_28,after,0.0198678,-0.045447718
tool,41_50_16,before,0.0197231,-0.045440247
tool,40_50_16,after,0.0197,-0.045439055
tool,41_50_16,before,0.019699,-0.045439003
tool,41_50_16,before,0.0190026,-0.045403085
tool,41_50_28,before,0.0184518,-0.045374717
tool,28_38_12,after,0.0183806,-0.045371052
tool,41_50_28,before,0.0183107,-0.045367455
tool,40_50_16,after,0.0183,-0.045366905
tool,40_50_16,after,0.018,-0.045351474
tool,41_50_16,after,0.0178291,-0.045342688
tool,41_50_16,before,0.0176676,-0.045334389
tool,40_50_16,after,0.0174,-0.045320644
tool,28_38_28,after,0.0171815,-0.045309427
tool,40_50_16,after,0.017,-0.045300113
tool,40_50_16,after,0.0163,-0.04526423
tool,40_50_16,after,0.0152,-0.045207957
tool,40_50_16,after,0.0151,-0.045202848
tool,40_50_16,after,0.0136,-0.045126354
tool,40_50_16,after,0.0115,-0.045019696
tool,40_50_16,after,0.0113,-0.045009565
tool,40_50_16,after,0.0112,-0.0450045
tool,40_50_16,after,0.0112,-0.0450045
tool,40_50_16,after,0.0111,-0.044999438
tool,41_50_28,before,0.0103193,-0.04495995
tool,28_38_28,before,0.0103193,-0.04495995
tool,28_38_12,before,0.0103193,-0.04495995
tool,40_50_16,after,0.0099,-0.044938771
tool,40_50_16,after,0.0083,-0.044858136
tool,40_50_16,after,0.0081,-0.044848077
tool,40_50_16,after,0.0077,-0.044827973
tool,40_50_16,after,0.0076,-0.044822949
tool,40_50_16,after,0.0067,-0.04477779
tool,40_50_16,after,0.0066,-0.044772778
tool,40_50_16,after,0.0063,-0.044757749
tool,40_50_16,after,0.0056,-0.044722719
tool,40_50_16,after,0.0055,-0.044717719
tool,40_50_16,after,0.0053,-0.044707723
tool,40_50_16,after,0.0049,-0.044687744
tool,40_50_16,after,0.0048,-0.044682752
tool,40_50_16,after,0.0048,-0.044682752
tool,40_50_16,after,0.0047,-0.044677762
tool,40_50_16,after,0.0046,-0.044672772
tool,40_50_16,after,0.0042,-0.044652824
tool,40_50_16,after,0.0039,-0.044637875
tool,40_50_16,after,0.0038,-0.044632894
tool,40_50_16,after,0.0037,-0.044627915
tool,40_50_16,after,0.0035,-0.044617959
tool,40_50_16,after,0.0035,-0.044617959
tool,40_50_16,after,0.0032,-0.044603033
tool,40_50_16,after,0.0029,-0.044588117
tool,40_50_16,after,0.0029,-0.044588117
tool,40_50_16,after,0.0029,-0.044588117
tool,40_50_16,after,0.0028,-0.044583148
tool,40_50_16,after,0.0028,-0.044583148
tool,40_50_16,after,0.0028,-0.044583148
tool,40_50_16,after,0.0028,-0.044583148
tool,40_50_16,after,0.0027,-0.044578179
tool,40_50_16,after,0.0027,-0.044578179
tool,40_50_16,after,0.0024,-0.04456328
tool,40_50_16,after,0.0022,-0.044553353
tool,40_50_16,after,0.0018,-0.044533511
tool,40_50_16,after,0.0017,-0.044528554
tool,40_50_16,after,0.0017,-0.044528554
tool,40_50_16,after,0.0016,-0.044523598
tool,40_50_16,after,0.0016,-0.044523598
tool,40_50_16,after,0.0015,-0.044518642
tool,40_50_16,after,0.0015,-0.044518642
tool,40_50_16,after,0.0015,-0.044518642
tool,40_50_16,after,0.0014,-0.044513688
tool,40_50_16,after,0.0014,-0.044513688
tool,40_50_16,after,0.0014,-0.044513688
tool,40_50_16,after,0.0014,-0.044513688
tool,40_50_16,after,0.0014,-0.044513688
tool,40_50_16,after,0.0013,-0.044508735
tool,40_50_16,after,0.0013,-0.044508735
tool,40_50_16,after,0.0012,-0.044503783
tool,40_50_16,after,0.0012,-0.044503783
tool,40_50_16,after,0.0012,-0.044503783
tool,40_50_16,after,0.0011,-0.044498832
tool,40_50_16,after,0.0011,-0.044498832
tool,40_50_16,after,0.001,-0.044493882
tool,40_50_16,after,0.001,-0.044493882
tool,40_50_16,after,0.001,-0.044493882
tool,40_50_16,after,0.001,-0.044493882
tool,40_50_16,after,0.001,-0.044493882
tool,40_50_16,after,0.0009,-0.044488933
tool,40_50_16,after,0.0009,-0.044488933
tool,40_50_16,after,0.0009,-0.044488933
tool,40_50_16,after,0.0008,-0.044483986
tool,40_50_16,after,0.0007,-0.044479039
tool,40_50_16,after,0.0006,-0.044474094
tool,40_50_16,after,0.0005,-0.04446915
